Country;Product;Import Export;Shipping Method;Port;Category;Quantity;Value;Date;Customs Code;Weight
Egypt;I;Import;Sea;New Christopher;Furniture;2747;5148.49;04/03/2021;582807;1640.79
British Virgin Islands;drug;Import;Land;West Sherry;Clothing;5267;3566.88;09/10/2019;354640;334.6
Palestinian Territory;white;Import;Land;Woodsland;Machinery;318;2229.51;08/10/2022;783875;1106.07
Liberia;finally;Import;Air;Mccarthyhaven;Toys;4488;3597.62;09/08/2022;460873;1372.14
Malaysia;rise;Import;Air;Ayerschester;Machinery;9880;3342.18;01/11/2023;641482;1202.58
Liberia;person;Import;Land;West James;Electronics;5452;6459.7;15/05/2024;479639;1640.31
Mauritius;cup;Import;Sea;Tonyshire;Electronics;6616;6338.09;22/08/2021;394423;3981.95
United States Virgin Islands;improve;Import;Sea;Grimeshaven;Furniture;9385;3122.8;30/12/2020;575116;3057.14
Uruguay;continue;Import;Sea;Port Peter;Furniture;4636;962.85;27/05/2023;734921;2051.74
Bermuda;charge;Import;Air;Hamiltonfurt;Machinery;4992;6208.59;17/09/2019;462828;497.31
Cayman Islands;suggest;Import;Land;West Alexshire;Furniture;6128;6350.58;10/11/2022;429388;4470.69
Ghana;writer;Import;Air;Port David;Clothing;2224;8799.08;14/03/2021;779641;2469.99
Serbia;fast;Import;Air;Lopezton;Furniture;7694;372.6;24/05/2020;115897;1824.45
Colombia;and;Import;Land;Howetown;Toys;6677;4919.63;12/04/2023;852742;2156.23
Bhutan;thought;Import;Sea;Hesterside;Machinery;5068;3273.1;12/06/2020;195276;373.27
Guinea-Bissau;water;Import;Air;New Antonio;Clothing;5930;5890.87;04/01/2024;525097;3592.42
French Guiana;factor;Import;Sea;Farleystad;Machinery;3542;2739.54;13/03/2020;958070;101.67
Ukraine;seat;Import;Sea;Michaelview;Clothing;8654;4276.91;22/02/2024;442844;3962.35
Estonia;whatever;Import;Air;Bentonburgh;Electronics;8941;4135.07;08/01/2023;899632;708.31
Peru;middle;Import;Air;South Isaacberg;Furniture;3664;8714.46;01/04/2021;770904;1785.15
Western Sahara;take;Import;Air;Kevinview;Toys;8673;3328.47;07/12/2022;794919;3173.89
Montserrat;position;Import;Air;North Miguel;Clothing;1919;3467.1;23/09/2022;714948;2197.91
Malaysia;week;Import;Air;Michaelside;Machinery;9453;7025.15;04/04/2024;318567;4728.51
Guinea-Bissau;at;Import;Land;Allenmouth;Electronics;6820;5815.77;27/02/2024;336711;2028.63
Lesotho;by;Import;Land;Browntown;Clothing;9725;7516.62;21/10/2023;484546;1059.7
Gabon;pattern;Import;Land;West Stevenbury;Toys;380;6322.63;06/02/2022;318544;601.05
Saint Helena;once;Import;Land;North Ashley;Machinery;6659;2602.54;18/10/2021;271865;4769.54
Tanzania;add;Import;Sea;Sullivanton;Furniture;4477;3353.82;20/01/2021;751521;3108.28
Taiwan;necessary;Import;Air;Jonesmouth;Machinery;6091;9415.9;20/04/2022;440355;849.86
Papua New Guinea;president;Import;Air;Lake Laurie;Toys;7994;8559.33;23/08/2020;736401;4787.06
American Samoa;child;Import;Land;East Laura;Furniture;2918;3517.16;11/10/2019;808826;1035.87
Djibouti;natural;Import;Land;South Jeremyberg;Furniture;2943;6489.7;28/11/2020;453072;4914.57
Bosnia and Herzegovina;opportunity;Import;Air;Jonesmouth;Toys;3577;744.55;15/01/2023;614475;2788.81
Guam;particular;Import;Air;Patriciatown;Electronics;6918;9594.18;05/06/2023;433371;1556.66
Bouvet Island (Bouvetoya);front;Import;Sea;South Dianehaven;Electronics;6569;7789.19;16/05/2020;806064;3984.79
Haiti;every;Import;Air;Jameshaven;Toys;3883;3453.84;09/10/2023;179165;87.19
San Marino;strategy;Import;Land;New Nancymouth;Machinery;3987;7066.53;04/12/2020;951927;4943.11
Ukraine;indeed;Import;Land;Nicholasport;Furniture;6543;957.66;19/05/2024;790933;1478.84
Niger;hear;Import;Land;Fordshire;Clothing;6900;8881.52;07/11/2020;471137;2006.02
Niue;include;Import;Land;Annetteberg;Machinery;1864;6666.38;02/06/2023;798783;1871.34
Solomon Islands;fall;Import;Air;Gabrielport;Toys;6261;3223.79;28/10/2019;755939;36.12
Sweden;sure;Import;Land;New Jackie;Clothing;5953;6201.59;22/12/2022;877750;113.72
Montserrat;outside;Import;Air;Tammyport;Toys;1288;3343.18;08/12/2023;137990;3830.04
Aruba;give;Import;Air;Port Stephanie;Clothing;4140;6046.8;15/07/2024;954986;4002.82
Bosnia and Herzegovina;speech;Import;Air;Victorside;Furniture;2387;9568.52;08/11/2020;338933;3531.46
Portugal;new;Import;Sea;North Kristen;Machinery;2596;7390;30/10/2019;285298;4173.53
Bolivia;though;Import;Sea;East Christophertown;Machinery;2644;7063.54;26/05/2022;498768;4022.02
Sudan;when;Import;Land;East Eric;Clothing;7276;1692.16;13/10/2020;190416;2636.91
Tunisia;everything;Import;Sea;Whitechester;Clothing;2549;7771.6;07/08/2023;640339;2119.01
Saint Kitts and Nevis;likely;Import;Air;Hernandezstad;Toys;7562;3700.99;22/11/2022;971536;926.65
Togo;decade;Import;Land;Colemanborough;Machinery;4167;8782.62;21/05/2021;286647;407.27
Lesotho;magazine;Import;Sea;Port Kevin;Clothing;7055;4775.95;28/09/2019;893960;3868.17
Luxembourg;material;Import;Land;Taylorbury;Toys;4860;773.34;25/04/2021;778913;2061.48
New Caledonia;right;Import;Land;New Douglasmouth;Toys;4337;8594.47;11/09/2023;174304;4407.92
Namibia;rate;Import;Sea;South Matthew;Furniture;2820;223.05;28/08/2020;574757;4941.53
Czech Republic;administration;Import;Land;Matthewville;Clothing;6162;8485.24;05/08/2023;772519;3216.5
Azerbaijan;cause;Import;Air;Lake Jamieview;Machinery;8239;4718.16;28/11/2021;405600;2591.81
Kuwait;way;Import;Air;West Robertstad;Clothing;6152;5471.42;06/04/2020;770083;456.58
Lithuania;left;Import;Sea;Laurenview;Clothing;9873;3974.75;01/05/2022;223206;3398.88
Saint Pierre and Miquelon;free;Import;Land;Wilsonborough;Furniture;3650;5592.68;04/11/2022;368738;2574.43
Angola;assume;Import;Air;New Catherine;Electronics;7328;4988.35;20/12/2019;637648;354.59
Australia;little;Import;Sea;Wilsonmouth;Toys;4612;1085.01;02/09/2023;219177;49.09
Norway;somebody;Import;Air;Simonhaven;Machinery;3964;8436.26;26/01/2022;650343;4987.12
Malawi;particular;Import;Land;East Albert;Furniture;8243;1816.8;04/08/2020;326779;2346.74
Samoa;give;Import;Land;Lake Jimmy;Machinery;8937;3547.51;02/08/2022;817216;1227.76
Wallis and Futuna;sure;Import;Land;Atkinsonchester;Electronics;2217;9513.62;03/05/2021;745680;2796.89
Sweden;begin;Import;Sea;New Jacob;Clothing;5981;3618.53;28/11/2019;541523;4536.47
Mali;each;Import;Air;Lake Julia;Toys;7722;5208.97;21/03/2022;322485;1403.74
Myanmar;enter;Import;Air;Lindseyside;Furniture;3582;2724.12;13/12/2023;377873;4010.33
Norfolk Island;because;Import;Sea;New Lee;Electronics;9158;7976.83;22/11/2020;580497;1005.73
Malta;reason;Import;Sea;Wagnerview;Machinery;7087;1868.96;08/08/2021;252401;4723.76
Venezuela;certain;Import;Land;Lake Lori;Clothing;6306;6735.72;13/07/2021;869739;1932.14
British Indian Ocean Territory (Chagos Archipelago);record;Import;Sea;Davidshire;Clothing;4569;8579.31;18/07/2021;164282;4750.52
Saint Lucia;speech;Import;Land;Fernandomouth;Machinery;6425;6581.86;11/03/2021;752616;4146.1
Thailand;seven;Import;Land;West Sarahfurt;Electronics;7564;2879.87;17/03/2020;990391;999
Western Sahara;large;Import;Land;West Timothy;Furniture;8285;7291.16;23/11/2021;151766;905.38
Sri Lanka;matter;Import;Land;West Katherine;Toys;7108;7895.51;18/01/2023;493081;2610.26
San Marino;allow;Import;Land;Annashire;Furniture;5462;5878.85;03/06/2020;869273;3626.06
Kazakhstan;dream;Import;Sea;Lake Jasonview;Machinery;6501;8595.34;03/12/2022;974500;3509.17
Papua New Guinea;international;Import;Air;West Kellytown;Machinery;6152;6923.58;24/01/2023;686833;460.98
Mozambique;spend;Import;Air;North Alexanderbury;Electronics;3832;7156.11;14/09/2020;958021;3528.1
Saint Lucia;good;Import;Land;New Josephport;Machinery;1448;2897.38;22/06/2023;378023;1885.67
Macao;door;Import;Sea;Coxside;Electronics;4923;4203.33;10/11/2023;420548;3176.01
United States Virgin Islands;ever;Import;Air;North Michaelhaven;Furniture;4089;4873.84;04/04/2020;953313;3121.81
Paraguay;success;Import;Sea;Hernandezport;Machinery;1793;7313.44;20/12/2022;397403;3186.46
South Africa;strong;Import;Sea;Glenborough;Furniture;9854;9023.81;23/10/2019;951900;2243.92
Macao;goal;Import;Land;East Henry;Electronics;3134;1567.23;11/05/2020;208051;1394.41
Uruguay;exactly;Import;Land;Petersfurt;Clothing;1721;3068.75;17/10/2019;106199;4647.66
Armenia;home;Import;Air;New Katieville;Toys;5847;4115.93;27/06/2022;822043;2432.42
Mexico;window;Import;Sea;Gordonburgh;Electronics;2219;4571.02;10/08/2024;633825;482.78
Hungary;painting;Import;Land;Jonesborough;Clothing;3690;9484.91;18/02/2024;275644;1832.41
Guinea;smile;Import;Air;Andrewmouth;Toys;9430;2758.91;12/12/2020;990923;4823.37
Pakistan;because;Import;Land;Philiphaven;Furniture;4244;7926.9;21/12/2022;931897;3911.56
Guatemala;return;Import;Air;Ashleymouth;Machinery;4387;7161.37;25/03/2020;393291;2842.28
Central African Republic;recent;Import;Air;New Susanshire;Machinery;869;8777;02/07/2024;397425;308.7
Montenegro;cultural;Import;Air;New Michellefurt;Electronics;3409;7444.31;20/04/2024;778255;1345.23
Bermuda;shake;Import;Air;East Kenneth;Clothing;939;9784.97;21/04/2022;749907;3192.5
Russian Federation;surface;Import;Land;East Brittany;Clothing;9652;7801.27;28/11/2022;626462;4416.1
Iraq;party;Import;Air;West Arthur;Machinery;727;286.12;18/01/2022;869508;2514.62
Congo;option;Import;Sea;North Mark;Machinery;6442;1734.47;07/10/2019;808991;3182.82
Brazil;song;Import;Land;New Phillipchester;Machinery;2086;1550.18;16/11/2019;474399;2163.47
Mongolia;game;Import;Land;North Lisa;Electronics;2999;6726.2;19/03/2021;137513;379.74
Denmark;control;Import;Land;New Derek;Toys;1209;7363.94;08/11/2021;988162;1980.38
Palestinian Territory;finish;Import;Land;Port Patriciafort;Machinery;9996;2072.05;16/01/2022;978080;3024.07
Cote d'Ivoire;wind;Import;Air;Ryanland;Clothing;5645;4966.64;10/02/2023;794649;1499.85
Belgium;little;Import;Land;Lake Michael;Machinery;5464;6244.75;14/01/2024;222846;4902.89
Monaco;effect;Import;Sea;Villegasshire;Clothing;3362;7130.47;08/02/2023;145731;975.02
Ghana;difficult;Import;Air;Scotttown;Toys;4352;7409.02;02/12/2020;197436;3908.17
Oman;in;Import;Sea;Michellemouth;Toys;8638;8382.6;11/03/2021;509342;1850.5
Sweden;unit;Import;Land;Reyesborough;Machinery;2326;3456.29;19/10/2022;215218;1310.52
Spain;indeed;Import;Sea;South Charles;Machinery;3358;9385.79;04/11/2023;221823;4585.51
Portugal;hair;Import;Air;Michaelmouth;Machinery;7472;9164.66;09/10/2021;370495;1731.46
Peru;close;Import;Air;Benitezstad;Machinery;4220;5635.01;01/12/2019;481227;2761.95
Cameroon;boy;Import;Land;Port Ashleytown;Toys;3640;3038.4;03/12/2022;338766;3633.32
Syrian Arab Republic;dog;Import;Sea;Pageport;Toys;8924;9545.29;30/05/2023;330236;3018.18
Azerbaijan;evidence;Import;Air;Lindafort;Furniture;6902;7170.84;21/07/2023;593898;2564.04
Moldova;note;Import;Land;Cordovaland;Clothing;8573;6422.24;03/09/2023;117731;426.37
Colombia;same;Import;Air;Davistown;Machinery;9059;2939.53;28/09/2023;855391;422.54
Australia;buy;Import;Air;West Rickyview;Furniture;5581;6353.9;07/11/2022;829989;1417.75
Brunei Darussalam;believe;Import;Air;North Justinhaven;Electronics;2853;1247.04;20/08/2022;939350;1331.58
Chile;issue;Import;Air;Dawntown;Electronics;4477;5487.4;23/04/2024;138715;10.79
Northern Mariana Islands;ground;Import;Air;Hurleystad;Toys;879;2509.77;04/02/2024;469133;4032.58
British Indian Ocean Territory (Chagos Archipelago);black;Import;Air;Port Brittanyburgh;Electronics;2456;7977.22;02/04/2023;344767;1356.32
Thailand;teacher;Import;Air;West Anita;Furniture;7265;9219.07;13/08/2024;597386;4381.3
Belgium;because;Import;Land;Desireeberg;Clothing;6593;8406.92;04/02/2023;710177;1931.94
Faroe Islands;stand;Import;Land;Gregoryshire;Machinery;5493;9833.04;02/06/2021;929977;1921.56
Gibraltar;new;Import;Air;Port Jeffery;Toys;4382;5641.77;26/06/2023;885026;4789.98
Grenada;make;Import;Sea;Watkinschester;Toys;9110;4216.39;17/03/2021;110972;3534.32
Hungary;company;Import;Sea;East Henry;Toys;8041;4246.44;15/11/2021;656908;3167.08
Belgium;reduce;Import;Sea;South Rhonda;Electronics;3211;3041.5;02/05/2021;213591;901.87
Niue;effect;Import;Sea;New James;Electronics;6961;9466.31;25/11/2022;857018;2302.62
Mexico;charge;Import;Land;Milesland;Toys;3123;2872.1;26/10/2021;602889;4224.07
Serbia;couple;Import;Air;South Tomville;Clothing;1274;3252.6;09/03/2022;705028;438.17
Philippines;next;Import;Air;South Lorettafort;Furniture;8121;337.41;07/06/2021;139327;2958.75
San Marino;culture;Import;Air;New Josephside;Clothing;3000;3263.58;10/03/2024;676832;2900.6
Kiribati;box;Import;Sea;South Jacobfurt;Electronics;5218;1302.39;10/11/2019;579900;4834.82
Bangladesh;practice;Import;Sea;East Amychester;Machinery;9451;7541.68;12/04/2022;403384;1132.41
Finland;music;Import;Sea;Lake Charlesfurt;Electronics;5180;1269.51;12/11/2020;315014;4428
Puerto Rico;occur;Import;Sea;New Heather;Toys;691;1844.23;05/10/2019;252892;1612.64
Barbados;economic;Import;Sea;Christinaville;Electronics;3177;1694.31;03/02/2024;736117;3246.17
Cook Islands;happy;Import;Land;Port James;Electronics;359;1678.56;02/05/2022;347773;3818.46
Cambodia;set;Import;Air;Sallystad;Clothing;9258;4079.8;13/05/2022;537420;4424.72
Spain;simply;Import;Land;Brendanchester;Electronics;8119;7122.03;21/12/2023;487025;1697.55
Venezuela;radio;Import;Land;Lesliemouth;Toys;569;9502.6;25/12/2021;571002;4580.97
Macao;realize;Import;Air;West Steven;Toys;1709;6690.42;25/02/2021;878881;4518.71
Russian Federation;meeting;Import;Sea;New Johnshire;Electronics;9909;5529.48;23/07/2022;564156;1737.07
Ukraine;economic;Import;Land;North Jeremymouth;Electronics;493;3758.96;28/04/2022;302112;4789.48
Uruguay;very;Import;Land;Elliottshire;Electronics;1310;3926.59;29/09/2021;427632;2421.42
Germany;clearly;Import;Sea;Jamestown;Toys;641;1806.43;18/12/2023;718759;4389
Jamaica;gun;Import;Land;Smithstad;Toys;8590;8461.23;12/12/2022;566082;4557.36
Northern Mariana Islands;discover;Import;Land;North Brendanton;Toys;9750;3461.57;16/02/2021;493479;7.76
Colombia;film;Import;Sea;Diazport;Furniture;1657;3575.36;07/04/2023;166678;4575.64
Somalia;actually;Import;Sea;North Kariberg;Machinery;8779;3629.79;19/12/2020;287566;4915.51
Korea;here;Import;Air;Ashleyport;Electronics;3416;4219.92;03/06/2022;560368;1807.84
Romania;affect;Import;Sea;Brianhaven;Furniture;987;3545.38;19/10/2022;921226;2587.87
Mauritania;fast;Import;Air;Port Catherine;Machinery;4323;2884.8;04/06/2024;686011;1584.56
Thailand;like;Import;Air;Port Patrickbury;Toys;8828;1626.05;10/12/2023;242143;725.78
Romania;affect;Import;Air;Shieldsbury;Electronics;3523;5852.08;10/02/2020;744243;4287.46
American Samoa;note;Import;Land;Carlsonchester;Electronics;4966;5367.11;23/11/2020;590265;1417.12
Saint Barthelemy;decide;Import;Air;Lake Travis;Furniture;5243;2745.71;18/04/2020;545183;581.91
Bolivia;lot;Import;Air;North Bryantown;Electronics;4786;3031.95;27/10/2023;964547;1135.78
Bolivia;building;Import;Land;South Stephanieville;Machinery;4493;4963.87;16/06/2020;484473;2314.88
Solomon Islands;cultural;Import;Sea;Alexisshire;Toys;9826;1480.53;20/01/2020;805406;454.88
Martinique;reach;Import;Air;East Jerrymouth;Electronics;5507;572.67;03/05/2022;193559;4390.09
New Zealand;culture;Import;Land;Ginaland;Toys;8347;4382.14;23/12/2019;753622;4207.52
Bahamas;little;Import;Air;North William;Clothing;558;6480.17;07/12/2021;275338;2654.03
Angola;world;Import;Sea;Port Daniel;Clothing;6908;4136.61;23/02/2022;362395;1707.15
Uzbekistan;million;Import;Land;Port Javier;Toys;7095;8743.97;11/09/2023;713865;2170.96
Mauritius;support;Import;Sea;Barnesview;Machinery;538;1426.2;22/04/2024;855339;3347.98
Poland;food;Import;Sea;Kellyland;Machinery;499;8444.73;04/12/2020;556143;2932.58
Uzbekistan;plant;Import;Sea;South Julie;Machinery;1346;3088.2;09/06/2023;663838;890.81
Jersey;sure;Import;Land;Port Kelly;Furniture;6723;4260.81;23/11/2019;873521;4613.74
United States Minor Outlying Islands;million;Import;Land;Port Jonathanfurt;Electronics;2495;4075.19;19/03/2020;713621;2959.21
Malaysia;war;Import;Sea;East Matthewbury;Toys;3963;3874.58;01/05/2022;971325;3912.08
Madagascar;speak;Import;Air;Daviston;Machinery;6356;8499.43;22/12/2022;690420;3885.63
Ethiopia;bank;Import;Sea;Campbelltown;Clothing;5732;8291.65;16/10/2019;848031;2070.62
Cayman Islands;area;Import;Land;New Brendastad;Electronics;4233;8607.08;02/12/2023;940491;2619.02
Armenia;view;Import;Land;Anitahaven;Electronics;4953;3844.03;16/01/2023;741151;4319.59
Saint Helena;dream;Import;Sea;Josephton;Clothing;4938;7143.17;23/04/2023;664188;4888.27
Palau;with;Import;Land;Lake Amy;Toys;3022;5190.42;14/04/2023;616027;3964.74
French Southern Territories;series;Import;Land;New Jamiehaven;Clothing;6651;1028.65;09/11/2019;700956;382.11
Saint Lucia;ahead;Import;Land;Christopherland;Toys;4080;6241.17;24/07/2024;824744;4518.16
Bouvet Island (Bouvetoya);important;Import;Air;Allenview;Electronics;4770;684.32;31/05/2024;421411;1987.06
Estonia;red;Import;Sea;Patriciafurt;Machinery;3498;5062.44;07/02/2021;805589;1060.87
Saint Pierre and Miquelon;name;Import;Sea;Port Tyler;Machinery;2188;8168.42;16/10/2019;222748;4874.81
Egypt;cultural;Import;Land;Lake Thomas;Electronics;6705;3418.42;14/02/2021;298371;2096.91
Mali;mother;Import;Land;Priceville;Furniture;5717;395.82;12/09/2023;425454;1108.13
Macao;agree;Import;Sea;South Brian;Clothing;820;7849.63;16/11/2019;952139;2462.07
Argentina;way;Import;Land;Scottshire;Electronics;7595;2651.94;13/07/2022;227965;2722.82
Tajikistan;despite;Import;Sea;East Alantown;Toys;3513;1184.03;04/02/2024;746357;313.53
Seychelles;management;Import;Sea;Smithberg;Electronics;5872;6525.28;12/07/2022;557448;153.84
Gabon;language;Import;Land;Blakefort;Clothing;535;5240.63;22/08/2020;167545;2408.5
Nepal;I;Import;Land;Port Brandonview;Clothing;3053;7335.79;10/11/2022;349774;3969.74
Peru;keep;Import;Air;Wilsonborough;Machinery;9314;9536.21;07/04/2023;186731;3619.4
Tajikistan;and;Import;Land;New Betty;Machinery;4473;8734.03;02/09/2023;470052;3605.9
Falkland Islands (Malvinas);buy;Import;Air;South Shelly;Machinery;1991;8587.84;27/06/2021;889187;74.57
Kenya;wife;Import;Air;Michaelfurt;Furniture;8903;9476.08;14/02/2022;903267;3182.75
Liberia;allow;Import;Sea;Amandaside;Clothing;4010;8212.38;22/11/2019;290464;4976.66
Sao Tome and Principe;popular;Import;Air;Port Gregory;Machinery;6354;6842.46;24/06/2020;884408;1051.67
Morocco;newspaper;Import;Air;South Cathyshire;Furniture;3545;4655.01;19/08/2020;117101;1348.52
Australia;seat;Import;Land;Stevenville;Clothing;4611;5417.18;13/03/2020;288219;4080.09
Morocco;nation;Import;Land;Michaeltown;Furniture;2019;3456.77;05/06/2022;406621;1604.02
Tokelau;medical;Import;Air;Stephenchester;Toys;8622;303.79;07/07/2021;512067;2273.85
San Marino;difficult;Import;Air;Rodriguezmouth;Machinery;3792;3274.26;30/03/2024;903622;2077.45
Tuvalu;reflect;Import;Air;Fischerview;Electronics;9899;2795.03;22/06/2020;709103;3421.33
Kazakhstan;fight;Import;Sea;Tonytown;Furniture;5176;8981.52;16/01/2021;375461;286.7
Bulgaria;commercial;Import;Sea;South Joelchester;Clothing;1778;9938.63;10/09/2023;376523;4315.46
Syrian Arab Republic;threat;Import;Sea;North Matthew;Clothing;3735;8345.39;16/07/2024;610130;1600.32
Bangladesh;matter;Import;Land;New Daniel;Furniture;2542;3543.75;09/03/2024;889905;2091.96
Niger;policy;Import;Air;Millerberg;Machinery;5451;7656.92;16/06/2023;361986;4081.73
Guam;happy;Import;Land;North Jonathanside;Clothing;6620;214.48;20/05/2023;108224;1773.91
Holy See (Vatican City State);sport;Import;Sea;Deleonborough;Clothing;3774;1041.91;07/05/2020;157204;365.32
Finland;yeah;Import;Land;New Danville;Electronics;673;9505.72;25/01/2022;713754;2493.49
Maldives;else;Import;Sea;Garciaview;Furniture;9127;8176.5;23/12/2020;903580;3610.79
Colombia;onto;Import;Sea;Doyleview;Furniture;2252;8045.16;29/03/2023;729270;1792.03
United Kingdom;rest;Import;Air;South Sonyachester;Electronics;5144;2025.03;14/05/2020;505565;3703.44
Moldova;into;Import;Sea;Lake Davidview;Toys;1599;5792.67;26/01/2022;163825;1109.22
French Guiana;talk;Import;Air;Silvachester;Furniture;837;9815.07;14/11/2023;663685;4801.78
Belize;away;Import;Land;North Calvinfort;Machinery;7679;8104.29;17/07/2021;522309;211.17
Wallis and Futuna;into;Import;Sea;North Meganview;Machinery;4464;9241.75;18/09/2022;707371;4484.54
Wallis and Futuna;physical;Import;Land;East Rhondaberg;Furniture;9500;2016.39;13/06/2024;124472;4414.39
United States Minor Outlying Islands;difference;Import;Sea;Travisport;Toys;2810;4209.38;01/01/2021;775163;3998.42
Falkland Islands (Malvinas);the;Import;Air;Wrightfort;Furniture;9811;6028.11;14/02/2024;229924;4905.91
Morocco;task;Import;Land;Port Ashleyfort;Clothing;8341;1907.47;03/12/2021;333998;3514.34
French Polynesia;but;Import;Air;Shepardburgh;Toys;2152;9882.67;29/04/2021;988411;1414.36
Svalbard & Jan Mayen Islands;present;Import;Air;Johnhaven;Electronics;7612;8780.64;16/06/2022;770721;1697.03
Tajikistan;remember;Import;Air;Pacestad;Furniture;8982;4315.43;17/12/2023;458927;4516.15
San Marino;lose;Import;Air;South Alan;Toys;8979;7361.91;25/07/2023;758451;4825.47
Botswana;air;Import;Air;Amyberg;Electronics;6518;5313.78;20/09/2019;462595;238.65
China;specific;Import;Sea;Lake Andrewstad;Machinery;7524;4334.08;03/07/2021;566871;4404.4
Algeria;out;Import;Sea;East Heatherton;Toys;644;8173.14;04/08/2021;457712;484.56
Chile;attention;Import;Sea;Rachelton;Electronics;5429;2390.96;16/10/2022;980952;3544.65
United Arab Emirates;identify;Import;Sea;Cooperbury;Toys;5819;7524.03;03/09/2023;822493;182.93
Luxembourg;result;Import;Air;Billyland;Clothing;1619;9511.78;29/02/2024;233616;2605.19
Guinea-Bissau;finally;Import;Air;New Theresaberg;Furniture;4391;1229.97;28/07/2024;685765;4827.69
Andorra;statement;Import;Land;South James;Toys;5463;7301.11;02/02/2022;905846;1206.96
Mauritania;better;Import;Land;North Robertaberg;Clothing;5253;2653.6;14/06/2024;638199;3854.28
Czech Republic;former;Import;Air;New Ana;Furniture;3259;3234.06;30/07/2023;328638;2741.2
Seychelles;most;Import;Land;Fitzgeraldberg;Toys;969;9773.32;24/01/2023;562712;4471.94
Central African Republic;side;Import;Sea;South Kimberlymouth;Clothing;8008;9470.49;19/07/2023;467728;3841.42
Iceland;similar;Import;Land;Potterhaven;Clothing;9171;418.42;27/10/2019;625179;626.24
Namibia;low;Import;Land;Clarkborough;Furniture;4298;1246.46;19/09/2023;683812;2302.33
Belize;activity;Import;Air;Johnsonfurt;Toys;8202;3275.79;19/04/2021;705789;288.58
Solomon Islands;cut;Import;Air;North Morgan;Toys;6152;6719.56;02/06/2024;473957;4432.6
Puerto Rico;Republican;Import;Sea;East Patrick;Toys;5851;9538.5;07/03/2024;258314;3623.6
China;good;Import;Land;Gravesshire;Furniture;4389;5807.54;16/12/2020;653461;862.83
Turks and Caicos Islands;day;Import;Sea;West David;Clothing;6952;3297.1;05/02/2020;179269;1669.86
Niger;should;Import;Sea;North Kimberly;Furniture;1320;5859.73;21/05/2022;599621;65.91
Malta;cultural;Import;Air;Millerhaven;Toys;3951;414.71;01/10/2019;314497;1119.94
Saint Vincent and the Grenadines;focus;Import;Land;Lake Jessica;Toys;3267;8312.14;10/03/2024;361867;3228.08
Kazakhstan;smile;Import;Land;Mccluremouth;Electronics;2933;3755.43;23/10/2023;422593;3969.6
Bhutan;offer;Import;Air;Chrismouth;Toys;94;9840.21;25/09/2020;659129;2498.14
Russian Federation;high;Import;Land;Port Michaelchester;Furniture;9245;5286;14/05/2021;748896;1356.95
India;mission;Import;Air;Floydburgh;Machinery;280;9247.81;07/02/2023;940858;1929.87
Dominica;team;Import;Land;Port Neil;Furniture;4308;6299.94;27/11/2019;147788;1035.43
Nepal;site;Import;Land;Floresshire;Clothing;6807;1930.5;28/03/2023;527475;2638.82
Austria;wear;Import;Land;East Benjamin;Furniture;6215;2839.49;17/08/2022;222032;4616.17
Poland;support;Import;Sea;Jameschester;Toys;4319;4262.51;26/12/2019;327862;3345.81
China;leave;Import;Air;South Jamesside;Toys;9372;5128.78;21/01/2021;600694;2824.02
Pakistan;appear;Import;Sea;East Jeff;Clothing;3755;3326.36;26/08/2022;205766;4869.57
Algeria;modern;Import;Land;West Luisland;Clothing;6750;305.67;14/10/2019;535615;3680.88
British Indian Ocean Territory (Chagos Archipelago);trial;Import;Land;Keithland;Machinery;1349;6881.71;01/07/2023;509987;2371.09
Guernsey;here;Import;Land;Suarezfort;Electronics;7567;6274.97;10/02/2024;971752;28.45
Estonia;how;Import;Land;Sanchezfurt;Furniture;3746;2700.89;18/08/2022;864715;1319.2
Aruba;generation;Import;Air;North Katherineberg;Toys;4492;1377.03;30/12/2022;802817;1197.07
Belarus;receive;Import;Sea;Joshuatown;Toys;9302;5151.06;17/05/2022;533727;1890.77
Kazakhstan;traditional;Import;Land;Port Kevinborough;Furniture;4796;6400.35;11/08/2024;925723;4474.66
Puerto Rico;party;Import;Air;Laurafort;Toys;2357;4303.05;14/02/2022;379714;2099.16
Belize;standard;Import;Air;North Jeremyland;Clothing;8437;8946.12;16/05/2024;638692;633.26
Swaziland;very;Import;Sea;Jacksonberg;Machinery;9242;1784;13/06/2023;166764;596.15
Sierra Leone;position;Import;Land;West Patricia;Furniture;6825;6248.01;07/11/2020;642923;1890.88
Ghana;series;Import;Sea;Norrisfort;Clothing;4101;6385.73;06/06/2024;341795;2991.34
Iceland;special;Import;Sea;Vasquezfort;Machinery;4730;2556.01;30/06/2022;234930;1942.75
Philippines;really;Import;Air;Michelleside;Furniture;4443;7690.72;21/04/2021;662007;3285.49
Morocco;conference;Import;Land;Catherineport;Furniture;4245;543.64;08/04/2023;287339;4707.07
Nigeria;safe;Import;Air;Lake Williamhaven;Machinery;1262;1682.6;25/02/2023;574665;3822.09
Rwanda;organization;Import;Land;East Michaelfurt;Toys;314;737.23;27/04/2022;147963;1879.29
Thailand;put;Import;Air;Debrafort;Electronics;8209;8198.56;21/01/2024;564832;2687.33
Serbia;power;Import;Land;New Susanside;Machinery;509;7184.46;15/01/2020;788924;2858.16
Turks and Caicos Islands;lay;Import;Air;Jonesshire;Electronics;6993;7969.56;16/06/2024;145536;4126.27
